Product Name,Price
Maliban Full Cream Milk Powder Pou 1kg,"Rs 2,750.00"
Elephant House Orange Barley Pet Bottle 1.5L,Rs 400.00
Dilmah Tea Bopf Premium Loose Pouch 200g,Rs 715.00
Dilmah Tea Kahata Strong 100g,Rs 330.00
Soopervegan Soy Malt Chocolate Packet 200G,"Rs 1,495.00"
Soopervegan Soy Malt Packet 200G,"Rs 1,490.00"
Md Nectar Mixed Fruit Pet Bottle 200Ml,Rs 140.00
Watawala Tea Kahata Pouch 100g,Rs 295.00
Dilmah Tea Green Moroccon Mint Bag Box 2G*20S,Rs 427.00 / Unit
Dilmah Tea Flavoured Cinnamon Bag Box 1.5G*20S,Rs 460.00
Pfanner 100% Juice Apple Tetra 1L,"Rs 1,820.00"
Pfanner 100% Juice Green Apple Tetra 1L,"Rs 1,590.00"
Elephant House Necto Pet Bottle 1L,Rs 300.00
Elephant House Orange Crush Pet Bottle 1L,Rs 300.00
Eh Lemonade Pet 1L,Rs 250.00
Elephant House Fit O Nectar Orange Tetra 1L,Rs 540.00 / Unit
Elephant House Fit O Nectar Mango Tetra 1L,Rs 600.00
Elephant House Fit O Nectar Orange Tetra 200ml,Rs 130.00
Elephant House Fit O Nectar Mango Tetra 200ml,Rs 117.00 / Unit
Nestomalt Malted Food Drink Pouch 600G,"Rs 1,120.00"
Md Nectar Orange Pet Bottle 1L,Rs 467.00 / Unit
Kotmale Flavoured Milk Uht Faluda Tetra 1L,Rs 600.00
Sozo Iced Tea Peach & Mango Glass Bottle 350ml,Rs 680.00
Sozo Iced Tea Forest Berries Glass Bottle 350ml,Rs 680.00
Kik Cola 1L,Rs 200.00
Keells Soy Milk Chocolate Glass Bottle 200Ml,Rs 710.00
Coca Cola Pet Bottle 1.5L,Rs 400.00
Sprite Pet Bottle 1.5L,Rs 400.00
Kotmale Flav Milk Uht Van. Tet 180Ml 6S,Rs 790.00
Eh Lemonade Pet 1.5L,Rs 350.00
Mirinda Orange Pet Bottle 400Ml,Rs 180.00
Fontana Pineapple 100% Natural Juice Tetra 1L,"Rs 1,720.00"
Dilmah Tea Bopf Premium Envelope Bag 2G*100S,"Rs 1,870.00"
Dilmah Tea Green Tea + Jasmine Bag Box 2G*20S,Rs 550.00
Dilmah Tea Green Tea + Cinnamon Bag Box 2G*20S,Rs 470.00
Red Bull Energy Drink 250Ml 2 Set Pack,"Rs 1,450.00"
Keells Soy Milk Glass Bottle 200Ml,Rs 651.00
Sozo Juice Ginger Lemonade Glass Bottle 350ml,Rs 690.00
Sozo Juice Raspberry Hibis G/Bot 350ml,Rs 680.00
Sozo Juice Passion Fruit And Narang Glass Bottle 200Ml,Rs 530.00
Richlife Flavoured Milk Pack Tetra 180Ml 4 Set,Rs 477.00 / Unit
Sunquick Concentrate Fruit Cocktail Glass Bottle 300Ml,Rs 660.00
Sunquick Squash Concentrate Fruit Cocktail Jumbo Glass Bottle 700Ml,"Rs 1,310.00"
Smak Nectar Aloe Vera Pet Bottle 200Ml,Rs 140.00
Dilmah Tea Ceylon Breakfast Tin 225g,"Rs 3,700.00"
Dilmah Tea Story Of Rathnapura Tin 175g,"Rs 2,400.00"
Sunquick Con. Apple G/Bott 300ml,Rs 680.00
Daily Flavoured Milk Uht Iced Coffee Tetra 180ml,Rs 126.00 / Unit
Newlife Tea Herbal Bag 2G*42S,"Rs 1,180.00"
Nescafe Gold Espresso Coffee Jar 95g,"Rs 4,200.00"
Fever Tree Premium Tonic Water Glass Bottle 200ml,Rs 895.00
Sozo Juice Tamarind Juice Glass Bottle 200Ml,Rs 530.00
Yeti Vitamin Drink Multi Fruit Glass Bottle 350ml,Rs 450.00
Yeti De-Stress Vitamin Drink Pomegranate Glass Bottle 350ml,Rs 450.00
Smak Nectar Mango Pet Bottle 200ml,Rs 140.00
Newlife Tea Herbal Box 75g,Rs 944.00
Lavazza Ground Rossa Coffee Pouch 250g,"Rs 4,550.00"
Battler Green Tea Tin Caddy 100g,"Rs 1,710.00 / Unit"
Tealia Tea Ceylon Cinnamon Chai Tin 100g,"Rs 1,980.00 / Unit"
Zesta Tea Herbal Immune Boost Bag Box 2G*20S,"Rs 1,060.00"
Soul Chocolate Drink Tin 200g,"Rs 1,629.00 / Unit"
Soul Coffee Iced Coffee Latte Glass Bottle 200Ml,Rs 580.00
Soul Coffee Iced Coffee Chocolate Glass Bottle 200Ml,Rs 580.00
Sunquick Con. Passion Fruit G/Bott 300ml,Rs 690.00
Smak Nectar Wood Apple Pet Bottle 500Ml,Rs 320.00
Monster Energy Drink Can 355ml,Rs 700.00
Battler Tea Gold Elephant Box 2G*25S,Rs 359.00 / Unit
Battler Tea Black Elephant Box 2G*25S,Rs 359.00 / Unit
Battler Tea Green Elephant Box 2G*25S,Rs 359.00 / Unit
Fadna Tea Herbal Tummy Tea Bag Box 2G*15S,Rs 975.00
Shaktea Caffeinated Energy Drink Can 250Ml,Rs 325.00
Keells Tea Herbal Belimal Bag Box 2G*10S,Rs 513.00
Sun Crush Imperial Club Soda Can 250ml,Rs 120.00
Viscafe Shong Ice Coffee Pouch 360g,"Rs 1,420.00"
Viscafe Shong Hot Chocolate 3 In 1 Pouch 360g,"Rs 1,335.00"
Ratthi Kirithe Milk Powder 3 In 1 Packet 400G,Rs 880.00
Nootz Coconut Smoothie Papaya Tet 180ml,Rs 247.00 / Unit
Soul Instant Coffee Tin 50g,"Rs 1,080.00"
Raala King Coconut Glass Bottle 370ml,Rs 550.00
Dilmah Tea Udawatte Tin 125g,"Rs 2,070.00"
Battler Tea Summer Time Tin Caddy 100g,"Rs 1,890.00 / Unit"
Tealia Tea Organic Earl Grey Bag Box 2G*20S,"Rs 1,080.00 / Unit"
Elephant House Necto Can 250ml,Rs 150.00
Lavazza Crema E Gusto Coffee Pouch 250g,"Rs 4,250.00"
Fontana Natural Juice 100% Tomato Tetra 1L,"Rs 1,341.00 / Unit"
Sun Crush Cream Soda Can 250ml,Rs 150.00
K Shong Agg Cof 3 In 1 S/Ric Pou 15G*4S,Rs 675.00
Colombo Beverage Cranberry Cooler Glass Bottle 500ml,Rs 880.00
Colombo Beverage Lemonade & Cucumber Cooler Glass Bottle 500ml,"Rs 1,280.00"
My Cola Blueberry Pet 300ml,Rs 100.00
My Cola Tamarind Pet 300ml,Rs 100.00
My Cola Guava Pet 300ml,Rs 100.00
Anchor Fcmp 400G + Anchor Hot Choc 200g,"Rs 1,500.00"
Loli Flavoured Drink Mix Orange 200g,Rs 430.00
Loli Flavoured Drink Mix Rose Falud 200g,Rs 430.00
Eh Vibe Orange Burst Can 250ml,Rs 150.00
American Joozy Orange Tetra 180ml,Rs 119.00 / Unit
American Joozy Mixed Fruit Tetra 180ml,Rs 140.00
American Joozy S/Berry Guava Tetra 180ml,Rs 119.00 / Unit
Sunquick Con. Lemon G/Bott 300ml,Rs 620.00
Sunquick Con. Lemon G/Bott 700ml,"Rs 1,270.00"
Bru Instant Coffee Jar 50g,Rs 960.00
Bru Instant Coffee Jar 100g,"Rs 1,450.00"
Sozo Salted Ginger Lime Can 250ml,Rs 350.00
Sozo Pinacolada Can 250ml,Rs 350.00
Sozo Salted Coconut Lime Can 250ml,Rs 350.00
Eh Lemonade Can 250ml,Rs 150.00
Kist Nectar Aloevera Pet 500ml,Rs 255.00 / Unit
Mountain Stag Coffee Classic 100g,Rs 950.00
Entrasol Platinum Nutri Sup Van Tin 400g,"Rs 3,920.00"
Mountain Stag Coffee Gold 100g,"Rs 1,280.00"
Eh Vibe Apple Burst Can 250ml,Rs 150.00
Eh Vibe Grape Burst Can 250ml,Rs 150.00
Pelican Island Soda Glass Bottle 200ml,Rs 270.00
Pelican Island Tonic Glass Bottle 200ml,Rs 290.00
Eh Egb Can 250Ml 4S,Rs 580.00
Soul Energise Lemon Lime Tin 250ml,Rs 262.00 / Unit
Yeti Isotonic Blast 500Ml 2S + Free Isotonic Powder Pouch 25g,Rs 700.00
Tealia Tea Silver Tips Tin 50g,"Rs 4,950.00 / Unit"
Lipton Tea Yellow Label Box 180g,Rs 725.00
Kist Nectar Apple Pet Bottle 200Ml,Rs 140.00
Tea 4 U Ceylon Iced Black Tea Pomegranate And Blue Berry Glass Bottle 350ml,Rs 515.00
Tea 4 U Ceylon Iced Black Tea Strawberry Glass Bottle 350ml,Rs 480.00
Tea 4U Ceylon Iced Black Tea Peach Glass Bottle 350ml,Rs 480.00
Tea 4U Ceylon Iced Black Tea Lemon Glass Bottle 350ml,Rs 480.00
Tea 4U Ceylon Iced Black Tea Cola Glass Bottle 350ml,Rs 480.00
Tea 4U Ceylon Iced Green Tea Apple Glass Bottle 350ml,Rs 480.00
Dilmah Tea Gentlemans Bag Box 2G*20S,"Rs 2,450.00"
Ride Classic Can Double Pack 250Ml 2S,Rs 650.00
Toscana Coffee Medium Roast Pouch 100g,"Rs 1,100.00"
Riso Scotti Alm. No Sug Soul Milk Tet 1L,"Rs 3,390.00"
Riso Scotti Oat Soul Milk Tetra 1L,"Rs 2,640.00"
Elephant House Soda Can 250ml,Rs 120.00
Teaser Passionade Can 250ml,Rs 280.00
Teaser Pink Ginger Beer Can 250ml,Rs 280.00
Lipton Tea Green Peach & Cinn 1.5G 20S,Rs 450.00
Monin Strawberry Syrup Glass Bottle 250ml,"Rs 2,600.00"
Monin Vanilla Syrup Glass Bottle 250ml,"Rs 2,600.00"
Kotmale Flav Milk Faluda Tetra 180ml,Rs 130.00
Newdale Wam Mango Tetra 180ml,Rs 100.00
Monin Hazelnut Syrup Glass Bottle 250ml,"Rs 2,600.00"
K Shong Agg Coffee 3 In 1 Esp Pou 14G*4S,Rs 715.00
100 Plus Isotonic Original Pet Bottle 500ml,Rs 650.00
K Shong Agg Cof 3 In 1 S/Ric Pou 15G*10S,"Rs 1,245.00"
Rage Coffee Creme Caramel Jar 50g,"Rs 2,800.00"
Rage Coffee Irish Hazelnut Jar 50g,"Rs 2,800.00"
Rage Coffee Dark Chocolate Jar 50g,"Rs 2,800.00"
Sprite Can 250ml,Rs 300.00
Cristal Drinking Water 1.5L.,Rs 120.00
Richlife Low Fat Milk Tetra 1L,Rs 412.00 / Unit
Highland Full Cream Milk Powder Pkt 1kg,"Rs 2,585.00"
Lipton Tea Bopf Ceylonta Pouch 340g,"Rs 1,420.00"
Lipton Tea Kahata Laojee Pouch 340g,"Rs 1,180.00"
Nespray Everyday Milk Powder 2 In 1 Pouch 1Kg,"Rs 2,450.00"
Dilmah Premium Loose Tea Bopf 500g,"Rs 1,785.00"
Teaser Iced Green Tea Sparkling Mocktail Madarin Can 250ml,Rs 220.00
Horlicks Malted Food Drink Packet 175g,Rs 560.00
Elephant House Iced Tea Twistee Lemon Tetra 1L,Rs 490.00
Anchor Pediapro Mama Milk Powder Packet 400g,"Rs 1,800.00"
Hansa Coffee Pwdr Ho/Blend 200g,"Rs 1,299.00"
Bickfords Tonic Water 275ml,Rs 950.00
Sustagen Vanilla 400G + Lipton Yell. Tea,"Rs 3,900.00"
Anchor Hot Chocolate Regular Box 10S 400g,"Rs 1,350.00"
Red Bull Ener Drink Watermelon Can 250ml,Rs 700.00
Tealia Tea Golden Tips Tin 50g,"Rs 5,310.00 / Unit"
Arocafe Coffee Jar 50g,Rs 995.00
So Good Almond Milk Original 1L,"Rs 1,850.00"
So Good Almond Milk Vanilla 1L,"Rs 1,850.00"
So Good Almond Milk Unsweetned 1L,"Rs 1,850.00"
Viva Malted Food Drink Jar 400g,Rs 895.00
Maurimix Drinking Chocolate Powder Packet 350g,"Rs 2,190.00"
Sozo Juice Mango And Passion Fruiit Glass Bottle 200Ml,Rs 450.00 / Unit
Keells Tea Kahata Pouch 500g,Rs 900.00
Keells Tea Kahata Pouch 1kg,"Rs 1,950.00"
Khao Shong Instant Coffee Red Bottle 100g,"Rs 1,970.00"
Impra Mint Tea Bags 40g,Rs 665.00
Horlicks 400G Carton Pack,"Rs 1,200.00"
Lipton Tea Bopf Ceylonta Pouch 80g,Rs 345.00
Bitburger Non-Alcohol Beer 330ml,Rs 950.00
Khao Shong Agglomerated Coffee Jar 50G,"Rs 1,230.00"
Daily Flavored Milk Faluda Tetra 1L,Rs 550.00
Boncafe Mocca Inst Coffee 100g,"Rs 3,090.00"
Pfanner 100% Apple Juice 2L,"Rs 1,230.00"
Keells Organic Black Tea -50 Tb,Rs 440.00
Keells Organic Green Tea -25 Tb,Rs 235.00
Nestomalt Pkt 400G + Free 50g,Rs 780.00
Lipton Ceylonta Tea Bags 50S 100g,Rs 700.00
Steuarts Flavoured Tea Ginger Pouch 200G,Rs 800.00
Viva Malted Milk Powder Packet 400g,Rs 740.00
Lipton Tea Kahata Laojee Pouch 170g,Rs 615.00
Boncafe Coffee Decafinated Bot 100g,"Rs 3,090.00"
Keells Soy Milk Powder Packet 200G,"Rs 1,600.00"
Keells Plain Coffee Pouch 200g,Rs 657.00
Sirima Iramusu Herb Tea Bags 15S 30g,Rs 700.00
Zesta Tea Bopf Pouch 490g,"Rs 1,625.00"
Baurs Cinnamon Drink 25S 37.5g,"Rs 1,250.00"
Khao Shong Non-Dairy Coffee Creamer Pouch 3G*50S,"Rs 1,230.00"
Bickfords Lemon Lime & Bitters 275ml,Rs 950.00
Kotagala Tea Kahata Pouch 200g,Rs 560.00
Kotagala Tea Kahata Pouch 400g,"Rs 1,100.00"
Sangsu Slim-Green Tea 50G 25S,Rs 800.00
Smak Nectar Lime Pet Bottle 500Ml,Rs 320.00
Horlicks Original Bottle 400g,"Rs 1,440.00"
Coca Cola Can 250ml,Rs 300.00
Teaser Iced Green Tea Sparkling Mocktail Soursop Can 250ml,Rs 220.00
Lipton Tea Bopf Ceylonta Pouch 170g,Rs 730.00
Kotmale Oats Milk Tetra 1L,Rs 550.00
Sozo Juice Mango Passion Fruit G/Bott 1L,"Rs 1,691.00 / Unit"
Sl Sport Isotonic Ginger 500ml,Rs 350.00
Sl Sport Isotonic Passion 500ml,Rs 350.00
Truly Ceylon Earl Grey,Rs 800.00
Truly Ceylon Classic 25S 50g,Rs 800.00
Truly Ceylon Lemon Green Tea 25S 45g,Rs 800.00
Truly Ceylon English Breakfast 25S 50g,Rs 800.00
Flying Elephant Vegan Choco Powder 200ml,"Rs 1,120.00"
Keells Soy Milk Powder Chocolate Packet 200G,"Rs 1,610.00"
Jaf Tea Spiced Chai Tea 20S 40g,Rs 525.00
Jaf Tea Peach Orchard Tea 20S 40g,Rs 440.00
Jaf Tea Sunny Lemon Tea 20S 40g,Rs 440.00
Jaf Tea Strawberry & Raspberry Tea 20S 40g,Rs 450.00
Jaf Tea Black Tea Fruit Fiesta 20S 30g,Rs 455.00
Jaf Tea Green Tea Fruit Melody 20S 40g,Rs 500.00
Tipson Latte Almond Thai Tea 30S 60g,Rs 770.00
Tipson Latte Chocolate Tea 30S 60g,Rs 770.00
Battler Tea Golden Elephant Loose Tea Pouch 100G,"Rs 1,890.00 / Unit"
Soopervegan Pineapple Soymilkp. 160g,"Rs 1,490.00"
Zesta Refresh Tea Bag 20S 30g,Rs 585.00
Eh Orange Crush 2L,Rs 250.00
Eh Ginger Beer 2L,Rs 250.00
Eh Cream Soda 2L,Rs 250.00
T Sips Bopf Tea Plain 400g,"Rs 1,200.00"
Aquafina Bottled Drinking Water 1L,Rs 120.00
Scan Mineral Water 1L,Rs 130.00
Eh Bottled Drinking Water 1L,Rs 120.00
Battler Tea White Elephant Tin Caddy 100G,Rs 855.00 / Unit
Battler Tea Red Elephant Tin Caddy 100g,Rs 950.00
Battler Tea Black Elephant Tin Caddy 200G,"Rs 1,215.00 / Unit"
Horlicks Original Pack 200g,Rs 630.00
Old Town Coffee Classic 570g,"Rs 2,995.00"
Nescafe Latte Hazelnut 20S 24g,"Rs 2,742.00"
Nescafe Latte Mocha 15S 31g,"Rs 2,742.00"
Bogawantalawa Tea Unwinding Vanilla Bag 2G*20S,"Rs 1,795.00"
Toscana Coffee Nespresso Compatible Capsules Pouch 5G*10S,"Rs 1,950.00"
Bru Instant Coffee 50g,Rs 880.00
Dilmah Tea Medawatte Tin 125g,"Rs 2,070.00"
Tealia Tea Green Organic Bag Box 2G*20S,"Rs 1,080.00 / Unit"
Tealia Tea Flavoured Organic Chamomile Bag Box 2G*20S,"Rs 1,500.00"
Tealia Tea Flavoured Organic Mint Leaf Bag Box 2G*20S,"Rs 1,200.00"
"Battler Tea Rosehip, Hibiscus & Raspberry Tin Caddy 100G","Rs 2,070.00 / Unit"
Battler Tea Flavoured Orange & Cinnamon Tin Caddy 100g,"Rs 2,300.00"
Battler Tea White Elephant Box 100g,"Rs 2,100.00"
Battler Tea Silver Elephant Tin Caddy 100G,"Rs 2,100.00"
Dilmah Tea English Breakfast Tin 125g,"Rs 1,500.00"
Mirinda Can 330ml,Rs 400.00
Appeton Weight Gain 450g,"Rs 8,035.00"
Chamdor Non Alcoholic Sparkling White Wine 750ml,"Rs 1,940.00"
Stassen Organic Black Tea Bopfâ Tea Bags 50g,Rs 225.00
Hansa Coffee Pwdr Pu/Arabica 100g,Rs 699.00
Zesta Black Tb 20S 40g,Rs 290.00
Milo Original Rtd Can 240ml,Rs 199.00
T-Sips Coconut Flavoured Tea 20S 40g,Rs 320.00
Hansa Coffee Beans Dark Arabica 200g,"Rs 1,299.00"
Boncafe Colombiana Inst Coffee 100g,"Rs 2,250.00"
Tea Tang Hillcrest Fine Leaf Pouch 200g,Rs 990.00
Sl Sport Isotonic Orange Pet Bottle 500Ml,Rs 350.00
Edinborough Rose Flav. Syrup Bottl 750ml,Rs 650.00
Battler Tea Black Elephant Tin Caddy 100g,"Rs 1,900.00"
Impra Metal Caddy Green Tea 200g,"Rs 3,500.00"
Tealia Tea Flavoured Cherry Blossom Tin 100g,"Rs 1,980.00 / Unit"
Tealia Tea Flavoured Limone Tin 100g,"Rs 2,200.00"
Tealia Tea Strawberry Tin 100g,"Rs 1,980.00 / Unit"
Tealia Tea Nuwaraeliya Tin 100g,"Rs 1,890.00 / Unit"
Tealia Tea Vanilla Ginger Peach Tin 100g,"Rs 1,980.00 / Unit"
Tealia Tea Flavoured Mango Island Bag 2G*20S,Rs 990.00 / Unit
Tealia Tea Flavoured Mango Island Tin 100g,"Rs 1,980.00 / Unit"
Tealia Tea Ceylon Cinnamon Chai Bags 2G*20S,"Rs 1,100.00"
Happy Vibes Mojito 1L,Rs 640.00
Happy Vibes Pina Colada 1L,Rs 640.00
Happy Vibes Strawberry Margarita 1L,Rs 640.00
Smak Nectar Apple 1L,Rs 570.00
Sozo Cosmo Mixer 250ml,Rs 520.00
Rage Coffee French Vanilla 50g,"Rs 2,800.00"
Monin Mojito Mint Syrup Glass Bottle 250ml,"Rs 2,600.00"
100 Plus Isotonic Zero Sugar Pet Bottle 500ml,Rs 650.00
Soul Energise Caf Energy Drink Can 250ml,Rs 262.00 / Unit
Soul Energise Caf Ene Dri Wil Oran 250ml,Rs 262.00 / Unit
Newdale Wam Orange Tetra 180ml,Rs 100.00
Sustagen Choclat 400G + Lipton Yell. Tea,"Rs 3,900.00"
Toscana Coffee Vanilla 100g,"Rs 1,400.00"
Toscana Coffee Spice Roast Ginger 100g,"Rs 1,400.00"
Eh Cream Soda Can 250Ml 4S,Rs 580.00
Eh Orange Crush Can 250Ml 4S,Rs 580.00
